sentence_id,word,word_position,response_time_ms,word_onset_ms,sentence_length,word_frequency,age,language_proficiency,sentence_type
1,Мальчик,1,7668.2,40172.6,3,50,25,beginner,Canonical (SVO)
1,читает,2,3185.2,48148.0,3,70,25,beginner,Canonical (SVO)
1,книгу,3,2234.0,51638.6,3,60,25,beginner,Canonical (SVO)
2,Книгу,1,2092.3,55588.1,3,60,25,beginner,Non-Canonical
2,читает,2,2124.7,57985.0,3,70,25,beginner,Non-Canonical
2,мальчик,3,2216.4,60413.3,3,50,25,beginner,Non-Canonical
3,Читает,1,1810.1,64149.5,3,70,25,beginner,Non-Canonical
3,мальчик,2,4192.6,66268.0,3,50,25,beginner,Non-Canonical
3,книгу,3,3273.5,70761.6,3,60,25,beginner,Non-Canonical
4,Мальчик,1,1433.3,75289.1,3,50,25,beginner,Non-Canonical
4,книгу,2,4319.0,77023.8,3,60,25,beginner,Non-Canonical
4,читает,3,3235.7,81644.5,3,70,25,beginner,Non-Canonical
5,Мальчик,1,1699.0,86570.0,5,50,25,beginner,Non-Canonical
5,который,2,3664.1,88570.3,5,80,25,beginner,Non-Canonical
5,играет,3,3522.5,92537.3,5,40,25,beginner,Non-Canonical
5,видит,4,3620.1,96362.4,5,55,25,beginner,Non-Canonical
5,собаку,5,3657.0,100283.6,5,45,25,beginner,Non-Canonical
1,Мальчик,1,2834.3,121496.0,3,50,31,intermediate,Canonical (SVO)
1,читает,2,2093.6,124635.1,3,70,31,intermediate,Canonical (SVO)
1,книгу,3,2007.2,127034.8,3,60,31,intermediate,Canonical (SVO)
2,Книгу,1,2165.4,130215.6,3,60,31,intermediate,Non-Canonical
2,читает,2,2770.3,132684.7,3,70,31,intermediate,Non-Canonical
2,мальчик,3,1800.6,135759.7,3,50,31,intermediate,Non-Canonical
3,Читает,1,1745.6,138734.5,3,70,31,intermediate,Non-Canonical
3,мальчик,2,2516.6,140781.4,3,50,31,intermediate,Non-Canonical
3,книгу,3,2554.5,143602.2,3,60,31,intermediate,Non-Canonical
4,Мальчик,1,1364.6,147777.7,3,50,31,intermediate,Non-Canonical
4,книгу,2,2758.7,149450.7,3,60,31,intermediate,Non-Canonical
4,читает,3,2688.6,152512.3,3,70,31,intermediate,Non-Canonical
5,Мальчик,1,1675.4,157384.8,5,50,31,intermediate,Non-Canonical
5,который,2,2336.0,159367.5,5,80,31,intermediate,Non-Canonical
5,играет,3,2435.5,162016.7,5,40,31,intermediate,Non-Canonical
5,видит,4,2300.0,164755.1,5,55,31,intermediate,Non-Canonical
5,собаку,5,3371.3,167363.3,5,45,31,intermediate,Non-Canonical
1,Мальчик,1,1045.8,182624.4,3,50,35,advanced,Canonical (SVO)
1,читает,2,1696.9,183980.1,3,70,35,advanced,Canonical (SVO)
1,книгу,3,1765.4,185982.1,3,60,35,advanced,Canonical (SVO)
2,Книгу,1,987.7924999999999,188728.9,3,60,35,advanced,Non-Canonical
2,читает,2,1391.6425,189996.7,3,70,35,advanced,Non-Canonical
2,мальчик,3,1884.0524999999998,191655.5,3,50,35,advanced,Non-Canonical
3,Читает,1,1635.3874999999998,194623.2,3,70,35,advanced,Non-Canonical
3,мальчик,2,1763.6149999999998,196525.2,3,50,35,advanced,Non-Canonical
3,книгу,3,1653.3249999999998,198548.6,3,60,35,advanced,Non-Canonical
4,Мальчик,1,1283.8125,201622.4,3,50,35,advanced,Non-Canonical
4,книгу,2,2366.725,203180.5,3,60,35,advanced,Non-Canonical
4,читает,3,1821.0149999999996,205795.6,3,70,35,advanced,Non-Canonical
5,Мальчик,1,1205.7074999999998,208915.7,5,50,35,advanced,Non-Canonical
5,который,2,1855.5575,210393.9,5,80,35,advanced,Non-Canonical
5,играет,3,2421.0499999999997,212515.9,5,40,35,advanced,Non-Canonical
5,видит,4,2397.27,215181.7,5,55,35,advanced,Non-Canonical
5,собаку,5,2594.3774999999996,217831.6,5,45,35,advanced,Non-Canonical
1,Мальчик,1,2888.4,232680.3,3,50,38,beginner,Canonical (SVO)
1,читает,2,2854.7,235871.3,3,70,38,beginner,Canonical (SVO)
1,книгу,3,1857.6,239029.7,3,60,38,beginner,Canonical (SVO)
2,Книгу,1,1961.2,244428.0,3,60,38,beginner,Non-Canonical
2,читает,2,3260.7,246692.7,3,70,38,beginner,Non-Canonical
2,мальчик,3,2126.7,250262.2,3,50,38,beginner,Non-Canonical
3,Читает,1,1928.5,253597.5,3,70,38,beginner,Non-Canonical
3,мальчик,2,1477.3,255831.4,3,50,38,beginner,Non-Canonical
3,книгу,3,2587.0,257613.8,3,60,38,beginner,Non-Canonical
4,Мальчик,1,2763.0,261480.1,3,50,38,beginner,Non-Canonical
4,книгу,2,2986.1,264545.2,3,60,38,beginner,Non-Canonical
4,читает,3,2787.9,267845.2,3,70,38,beginner,Non-Canonical
5,Мальчик,1,1952.6,271796.1,5,50,38,beginner,Non-Canonical
5,который,2,2511.5,274049.9,5,80,38,beginner,Non-Canonical
5,играет,3,3067.7,276862.1,5,40,38,beginner,Non-Canonical
5,видит,4,2999.0,280231.5,5,55,38,beginner,Non-Canonical
5,собаку,5,2740.5,283541.6,5,45,38,beginner,Non-Canonical
1,Мальчик,1,3848.4,310493.5,3,50,32,intermediate,Canonical (SVO)
1,читает,2,3154.9,314643.3,3,70,32,intermediate,Canonical (SVO)
1,книгу,3,2721.8,318108.3,3,60,32,intermediate,Canonical (SVO)
2,Книгу,1,2871.5,322466.0,3,60,32,intermediate,Non-Canonical
2,читает,2,2422.0,325642.9,3,70,32,intermediate,Non-Canonical
2,мальчик,3,2409.4,328375.9,3,50,32,intermediate,Non-Canonical
3,Читает,1,2686.9,334442.8,3,70,32,intermediate,Non-Canonical
3,мальчик,2,2187.0,337442.2,3,50,32,intermediate,Non-Canonical
3,книгу,3,1858.6,339935.6,3,60,32,intermediate,Non-Canonical
4,Мальчик,1,2454.7,345689.6,3,50,32,intermediate,Non-Canonical
4,книгу,2,2652.6,348454.8,3,60,32,intermediate,Non-Canonical
4,читает,3,2545.4,351410.4,3,70,32,intermediate,Non-Canonical
5,Мальчик,1,1909.8,358391.3,5,50,32,intermediate,Non-Canonical
5,который,2,2263.6,360607.9,5,80,32,intermediate,Non-Canonical
5,играет,3,3089.6,363174.0,5,40,32,intermediate,Non-Canonical
5,видит,4,2260.0,366569.2,5,55,32,intermediate,Non-Canonical
5,собаку,5,2238.1,369139.4,5,45,32,intermediate,Non-Canonical
1,Мальчик,1,5368.4,10999.8,3,50,21,beginner,Canonical (SVO)
1,читает,2,3940.3,16672.2,3,70,21,beginner,Canonical (SVO)
1,книгу,3,3007.9,20915.2,3,60,21,beginner,Canonical (SVO)
2,Книгу,1,2321.3,26231.0,3,60,21,beginner,Non-Canonical
2,читает,2,3138.1,28862.3,3,70,21,beginner,Non-Canonical
2,мальчик,3,2726.0,32313.9,3,50,21,beginner,Non-Canonical
3,Читает,1,3791.8,37529.4,3,70,21,beginner,Non-Canonical
3,мальчик,2,3902.6,41629.7,3,50,21,beginner,Non-Canonical
3,книгу,3,4622.0,45833.0,3,60,21,beginner,Non-Canonical
4,Мальчик,1,2520.4,52210.0,3,50,21,beginner,Non-Canonical
4,книгу,2,3781.1,55031.7,3,60,21,beginner,Non-Canonical
4,читает,3,3085.6,59113.8,3,70,21,beginner,Non-Canonical
5,Мальчик,1,2907.5,63779.1,5,50,21,beginner,Non-Canonical
5,который,2,4161.9,66995.6,5,80,21,beginner,Non-Canonical
5,играет,3,4144.1,71462.2,5,40,21,beginner,Non-Canonical
5,видит,4,3285.0,75912.0,5,55,21,beginner,Non-Canonical
5,собаку,5,2807.8,79499.2,5,45,21,beginner,Non-Canonical
1,Мальчик,1,3052.5,96527.7,3,50,23,beginner,Canonical (SVO)
1,читает,2,5022.0,99881.3,3,70,23,beginner,Canonical (SVO)
1,книгу,3,3289.2,105211.9,3,60,23,beginner,Canonical (SVO)
2,Книгу,1,3333.8,110595.0,3,60,23,beginner,Non-Canonical
2,читает,2,2649.9,114230.5,3,70,23,beginner,Non-Canonical
2,мальчик,3,2064.0,117194.0,3,50,23,beginner,Non-Canonical
3,Читает,1,2120.2,120726.1,3,70,23,beginner,Non-Canonical
3,мальчик,2,3260.8,123160.6,3,50,23,beginner,Non-Canonical
3,книгу,3,2824.5,126723.6,3,60,23,beginner,Non-Canonical
4,Мальчик,1,2445.9,131760.1,3,50,23,beginner,Non-Canonical
4,книгу,2,1889.6,134509.6,3,60,23,beginner,Non-Canonical
4,читает,3,1858.8,136709.5,3,70,23,beginner,Non-Canonical
5,Мальчик,1,1641.5,140509.2,5,50,23,beginner,Non-Canonical
5,который,2,2692.8,142451.9,5,80,23,beginner,Non-Canonical
5,играет,3,2868.8,145446.6,5,40,23,beginner,Non-Canonical
5,видит,4,3122.9,148620.5,5,55,23,beginner,Non-Canonical
5,собаку,5,3266.6,152044.7,5,45,23,beginner,Non-Canonical
1,Мальчик,1,3940.4,171605.7,3,50,25,beginner,Canonical (SVO)
1,читает,2,2564.9,175850.0,3,70,25,beginner,Canonical (SVO)
1,книгу,3,2657.6,178724.0,3,60,25,beginner,Canonical (SVO)
2,Книгу,1,2342.0,183386.4,3,60,25,beginner,Non-Canonical
2,читает,2,1726.1,186039.5,3,70,25,beginner,Non-Canonical
2,мальчик,3,3008.5,188073.5,3,50,25,beginner,Non-Canonical
3,Читает,1,2213.3,192486.4,3,70,25,beginner,Non-Canonical
3,мальчик,2,2118.5,195007.7,3,50,25,beginner,Non-Canonical
3,книгу,3,1480.9,197434.2,3,60,25,beginner,Non-Canonical
4,Мальчик,1,1896.0,200256.5,3,50,25,beginner,Non-Canonical
4,книгу,2,2145.4,202457.5,3,60,25,beginner,Non-Canonical
4,читает,3,2096.6,204906.1,3,70,25,beginner,Non-Canonical
5,Мальчик,1,1581.0,208350.9,5,50,25,beginner,Non-Canonical
5,который,2,2439.8,210239.9,5,80,25,beginner,Non-Canonical
5,играет,3,3830.5,212985.9,5,40,25,beginner,Non-Canonical
5,видит,4,2669.3,217117.4,5,55,25,beginner,Non-Canonical
5,собаку,5,2211.0,220088.9,5,45,25,beginner,Non-Canonical
1,Мальчик,1,2303.0,246999.9,3,50,26,beginner,Canonical (SVO)
1,читает,2,3237.2,249603.9,3,70,26,beginner,Canonical (SVO)
1,книгу,3,2951.3,253146.3,3,60,26,beginner,Canonical (SVO)
2,Книгу,1,1568.4,257687.8,3,60,26,beginner,Non-Canonical
2,читает,2,2279.9,259570.4,3,70,26,beginner,Non-Canonical
2,мальчик,3,2515.9,262154.1,3,50,26,beginner,Non-Canonical
3,Читает,1,1772.9,266487.4,3,70,26,beginner,Non-Canonical
3,мальчик,2,2821.5,268568.6,3,50,26,beginner,Non-Canonical
3,книгу,3,3900.8,271693.8,3,60,26,beginner,Non-Canonical
4,Мальчик,1,2088.5,276904.1,3,50,26,beginner,Non-Canonical
4,книгу,2,2625.8,279303.1,3,60,26,beginner,Non-Canonical
4,читает,3,2570.8,282237.3,3,70,26,beginner,Non-Canonical
5,Мальчик,1,2152.7,286821.2,5,50,26,beginner,Non-Canonical
5,который,2,2839.6,289285.5,5,80,26,beginner,Non-Canonical
5,играет,3,3104.9,292435.7,5,40,26,beginner,Non-Canonical
5,видит,4,3597.1,295848.0,5,55,26,beginner,Non-Canonical
5,собаку,5,2288.1,299751.9,5,45,26,beginner,Non-Canonical
1,Мальчик,1,2760.6,367210.9,3,50,28,intermediate,Canonical (SVO)
1,читает,2,2563.4,370278.5,3,70,28,intermediate,Canonical (SVO)
1,книгу,3,2643.7,373148.5,3,60,28,intermediate,Canonical (SVO)
2,Книгу,1,2641.0,377998.4,3,60,28,intermediate,Non-Canonical
2,читает,2,2849.0,380942.6,3,70,28,intermediate,Non-Canonical
2,мальчик,3,2126.4,384098.2,3,50,28,intermediate,Non-Canonical
3,Читает,1,1744.6,387540.7,3,70,28,intermediate,Non-Canonical
3,мальчик,2,2724.6,389599.1,3,50,28,intermediate,Non-Canonical
3,книгу,3,2928.6,392630.8,3,60,28,intermediate,Non-Canonical
4,Мальчик,1,1156.3,396614.3,3,50,28,intermediate,Non-Canonical
4,книгу,2,2176.4,398076.6,3,60,28,intermediate,Non-Canonical
4,читает,3,2492.1,400561.6,3,70,28,intermediate,Non-Canonical
5,Мальчик,1,1521.2,404330.4,5,50,28,intermediate,Non-Canonical
5,который,2,2500.0,406157.9,5,80,28,intermediate,Non-Canonical
5,играет,3,1741.9,408963.3,5,40,28,intermediate,Non-Canonical
5,видит,4,2771.4,411013.6,5,55,28,intermediate,Non-Canonical
5,собаку,5,3226.4,414096.4,5,45,28,intermediate,Non-Canonical
1,Мальчик,1,2821.1,436313.6,3,50,30,intermediate,Canonical (SVO)
1,читает,2,3134.7,439445.8,3,70,30,intermediate,Canonical (SVO)
1,книгу,3,1563.1,442883.2,3,60,30,intermediate,Canonical (SVO)
2,Книгу,1,2373.2,447728.7,3,60,30,intermediate,Non-Canonical
2,читает,2,2576.7,450404.1,3,70,30,intermediate,Non-Canonical
2,мальчик,3,2537.3,453292.7,3,50,30,intermediate,Non-Canonical
3,Читает,1,1524.0,457659.0,3,70,30,intermediate,Non-Canonical
3,мальчик,2,2221.0,459488.6,3,50,30,intermediate,Non-Canonical
3,книгу,3,1929.6,462011.1,3,60,30,intermediate,Non-Canonical
4,Мальчик,1,1788.5,466412.4,3,50,30,intermediate,Non-Canonical
4,книгу,2,2448.8,468511.2,3,60,30,intermediate,Non-Canonical
4,читает,3,2376.2,471260.8,3,70,30,intermediate,Non-Canonical
5,Мальчик,1,2224.1,475894.4,5,50,30,intermediate,Non-Canonical
5,который,2,2030.3,478420.3,5,80,30,intermediate,Non-Canonical
5,играет,3,3038.4,480760.6,5,40,30,intermediate,Non-Canonical
5,видит,4,2473.6,484099.9,5,55,30,intermediate,Non-Canonical
5,собаку,5,2507.7,486874.2,5,45,30,intermediate,Non-Canonical
1,Мальчик,1,2462.0,521926.2,3,50,36,advanced,Canonical (SVO)
1,читает,2,3518.4,524692.1,3,70,36,advanced,Canonical (SVO)
1,книгу,3,2837.2,528521.6,3,60,36,advanced,Canonical (SVO)
2,Книгу,1,1308.31,532453.0,3,60,36,advanced,Non-Canonical
2,читает,2,1906.705,534037.3,3,70,36,advanced,Non-Canonical
2,мальчик,3,2389.89,536204.3,3,50,36,advanced,Non-Canonical
3,Читает,1,1735.4274999999998,539508.5,3,70,36,advanced,Non-Canonical
3,мальчик,2,2780.0049999999997,541509.7,3,50,36,advanced,Non-Canonical
3,книгу,3,1730.3024999999998,544522.7,3,60,36,advanced,Non-Canonical
4,Мальчик,1,1126.0649999999998,547341.0,3,50,36,advanced,Non-Canonical
4,книгу,2,1975.6874999999998,548740.7,3,60,36,advanced,Non-Canonical
4,читает,3,2704.3599999999997,550973.6,3,70,36,advanced,Non-Canonical
5,Мальчик,1,2849.1924999999997,554601.0,5,50,36,advanced,Non-Canonical
5,который,2,2537.285,557683.8,5,80,36,advanced,Non-Canonical
5,играет,3,1906.6024999999997,560472.9,5,40,36,advanced,Non-Canonical
5,видит,4,2490.1349999999998,562639.8,5,55,36,advanced,Non-Canonical
5,собаку,5,2078.5975,565373.5,5,45,36,advanced,Non-Canonical
1,Мальчик,1,1411.6,577790.0,3,50,38,advanced,Canonical (SVO)
1,читает,2,1811.8,579506.2,3,70,38,advanced,Canonical (SVO)
1,книгу,3,2080.2,581622.8,3,60,38,advanced,Canonical (SVO)
2,Книгу,1,1732.2499999999998,584834.7,3,60,38,advanced,Non-Canonical
2,читает,2,1724.5624999999998,586828.6,3,70,38,advanced,Non-Canonical
2,мальчик,3,1280.9424999999999,588822.6,3,50,38,advanced,Non-Canonical
3,Читает,1,1629.7499999999998,591340.5,3,70,38,advanced,Non-Canonical
3,мальчик,2,1356.3825,593239.2,3,50,38,advanced,Non-Canonical
3,книгу,3,1438.9975,594872.3,3,60,38,advanced,Non-Canonical
4,Мальчик,1,1795.3899999999996,597433.7,3,50,38,advanced,Non-Canonical
4,книгу,2,1785.4475,599489.0,3,60,38,advanced,Non-Canonical
4,читает,3,1462.2649999999999,601538.2,3,70,38,advanced,Non-Canonical
5,Мальчик,1,1542.6249999999998,605255.0,5,50,38,advanced,Non-Canonical
5,который,2,1911.9325,607071.5,5,80,38,advanced,Non-Canonical
5,играет,3,1757.0549999999998,609238.7,5,40,38,advanced,Non-Canonical
5,видит,4,1905.5774999999996,611254.6,5,55,38,advanced,Non-Canonical
5,собаку,5,1050.83,613415.9,5,45,38,advanced,Non-Canonical
1,Мальчик,1,1083.2,626451.0,3,50,40,advanced,Canonical (SVO)
1,читает,2,1421.9,627837.8,3,70,40,advanced,Canonical (SVO)
1,книгу,3,1200.3,629570.1,3,60,40,advanced,Canonical (SVO)
2,Книгу,1,1310.7699999999998,632267.5,3,60,40,advanced,Non-Canonical
2,читает,2,955.4024999999999,633850.7,3,70,40,advanced,Non-Canonical
2,мальчик,3,908.4574999999999,635085.7,3,50,40,advanced,Non-Canonical
3,Читает,1,1342.135,637540.9,3,70,40,advanced,Non-Canonical
3,мальчик,2,1205.195,639153.5,3,50,40,advanced,Non-Canonical
3,книгу,3,1118.07,640637.3,3,60,40,advanced,Non-Canonical
4,Мальчик,1,1173.7274999999997,643086.4,3,50,40,advanced,Non-Canonical
4,книгу,2,1759.6174999999998,644532.4,3,60,40,advanced,Non-Canonical
4,читает,3,1328.7074999999998,646553.2,3,70,40,advanced,Non-Canonical
5,Мальчик,1,1383.4424999999999,649473.2,5,50,40,advanced,Non-Canonical
5,который,2,1192.28,651128.9,5,80,40,advanced,Non-Canonical
5,играет,3,1300.9299999999998,652602.7,5,40,40,advanced,Non-Canonical
5,видит,4,1324.9149999999997,654173.0,5,55,40,advanced,Non-Canonical
5,собаку,5,1601.1524999999997,655769.6,5,45,40,advanced,Non-Canonical
1,Мальчик,1,3288.9,705949.9,3,50,26,intermediate,Canonical (SVO)
1,читает,2,2127.2,709550.3,3,70,26,intermediate,Canonical (SVO)
1,книгу,3,2935.2,711983.2,3,60,26,intermediate,Canonical (SVO)
2,Книгу,1,1618.7,716260.7,3,60,26,intermediate,Non-Canonical
2,читает,2,2239.0,718183.4,3,70,26,intermediate,Non-Canonical
2,мальчик,3,2408.2,720732.6,3,50,26,intermediate,Non-Canonical
3,Читает,1,1293.5,724878.7,3,70,26,intermediate,Non-Canonical
3,мальчик,2,2406.5,726483.2,3,50,26,intermediate,Non-Canonical
3,книгу,3,2091.4,729199.4,3,60,26,intermediate,Non-Canonical
4,Мальчик,1,1624.6,733776.0,3,50,26,intermediate,Non-Canonical
4,книгу,2,2376.9,735707.2,3,60,26,intermediate,Non-Canonical
4,читает,3,2043.5,738392.3,3,70,26,intermediate,Non-Canonical
5,Мальчик,1,1802.8,741615.7,5,50,26,intermediate,Non-Canonical
5,который,2,1929.7,743719.5,5,80,26,intermediate,Non-Canonical
5,играет,3,1851.2,745950.2,5,40,26,intermediate,Non-Canonical
5,видит,4,1851.8,748109.6,5,55,26,intermediate,Non-Canonical
5,собаку,5,1603.1,750265.1,5,45,26,intermediate,Non-Canonical
1,Мальчик,1,3776.3,798862.9,3,50,24,beginner,Canonical (SVO)
1,читает,2,2612.7,802946.3,3,70,24,beginner,Canonical (SVO)
1,книгу,3,2886.9,805862.4,3,60,24,beginner,Canonical (SVO)
2,Книгу,1,2043.2,810960.8,3,60,24,beginner,Non-Canonical
2,читает,2,1790.3,813312.5,3,70,24,beginner,Non-Canonical
2,мальчик,3,4046.4,815407.3,3,50,24,beginner,Non-Canonical
3,Читает,1,2304.3,820526.5,3,70,24,beginner,Non-Canonical
3,мальчик,2,2223.5,823141.7,3,50,24,beginner,Non-Canonical
3,книгу,3,1745.6,825669.0,3,60,24,beginner,Non-Canonical
4,Мальчик,1,2038.9,832141.8,3,50,24,beginner,Non-Canonical
4,книгу,2,3792.9,834481.8,3,60,24,beginner,Non-Canonical
4,читает,3,4006.6,838578.7,3,70,24,beginner,Non-Canonical
5,Мальчик,1,1938.3,844877.4,5,50,24,beginner,Non-Canonical
5,который,2,3492.3,847126.0,5,80,24,beginner,Non-Canonical
5,играет,3,3394.2,850925.2,5,40,24,beginner,Non-Canonical
5,видит,4,3564.4,854627.7,5,55,24,beginner,Non-Canonical
5,собаку,5,3786.6,858493.4,5,45,24,beginner,Non-Canonical
1,Мальчик,1,3138.3,890509.4,3,50,26,intermediate,Canonical (SVO)
1,читает,2,2738.6,893950.4,3,70,26,intermediate,Canonical (SVO)
1,книгу,3,2485.8,896991.9,3,60,26,intermediate,Canonical (SVO)
2,Книгу,1,1443.4,902286.4,3,60,26,intermediate,Non-Canonical
2,читает,2,2089.4,904041.9,3,70,26,intermediate,Non-Canonical
2,мальчик,3,2309.0,906441.4,3,50,26,intermediate,Non-Canonical
3,Читает,1,1871.0,910409.3,3,70,26,intermediate,Non-Canonical
3,мальчик,2,3662.7,912591.4,3,50,26,intermediate,Non-Canonical
3,книгу,3,3013.3,916558.8,3,60,26,intermediate,Non-Canonical
4,Мальчик,1,1520.5,921910.4,3,50,26,intermediate,Non-Canonical
4,книгу,2,2742.6,923740.7,3,60,26,intermediate,Non-Canonical
4,читает,3,4459.8,926790.4,3,70,26,intermediate,Non-Canonical
5,Мальчик,1,3516.4,932936.4,5,50,26,intermediate,Non-Canonical
5,который,2,3502.7,936756.7,5,80,26,intermediate,Non-Canonical
5,играет,3,2980.6,940560.4,5,40,26,intermediate,Non-Canonical
5,видит,4,2924.8,943843.1,5,55,26,intermediate,Non-Canonical
5,собаку,5,3741.1,947072.7,5,45,26,intermediate,Non-Canonical
1,Мальчик,1,2427.9,10711.8,3,50,38,advanced,Canonical (SVO)
1,читает,2,2520.8,13452.2,3,70,38,advanced,Canonical (SVO)
1,книгу,3,3352.2,16279.4,3,60,38,advanced,Canonical (SVO)
2,Книгу,1,1866.5249999999999,20980.8,3,60,38,advanced,Non-Canonical
2,читает,2,3261.96,23103.8,3,70,38,advanced,Non-Canonical
2,мальчик,3,1474.975,26587.6,3,50,38,advanced,Non-Canonical
3,Читает,1,2158.24,30202.5,3,70,38,advanced,Non-Canonical
3,мальчик,2,4078.7825,32610.0,3,50,38,advanced,Non-Canonical
3,книгу,3,3547.6274999999996,36893.1,3,60,38,advanced,Non-Canonical
4,Мальчик,1,2928.1174999999994,42324.0,3,50,38,advanced,Non-Canonical
4,книгу,2,4622.032499999999,45484.4,3,60,38,advanced,Non-Canonical
4,читает,3,3236.5399999999995,50300.6,3,70,38,advanced,Non-Canonical
5,Мальчик,1,3868.3499999999995,57067.0,5,50,38,advanced,Non-Canonical
5,который,2,4666.62,61150.0,5,80,38,advanced,Non-Canonical
5,играет,3,2631.585,66004.0,5,40,38,advanced,Non-Canonical
5,видит,4,2826.335,68873.8,5,55,38,advanced,Non-Canonical
5,собаку,5,3299.3725,71933.0,5,45,38,advanced,Non-Canonical
6,Мальчик,1,1637.806,77790.8,7,50,38,advanced,Non-Canonical
6,который,2,2874.402,79642.0,7,80,38,advanced,Non-Canonical
6,играет,3,3477.224,82659.7,7,40,38,advanced,Non-Canonical
6,с,4,5887.240000000001,86241.0,7,90,38,advanced,Non-Canonical
6,собакой,5,5434.62,92098.5,7,0,38,advanced,Non-Canonical
6,книгу,6,4071.036,97531.8,7,60,38,advanced,Non-Canonical
6,читает,7,3282.7140000000004,101679.5,7,70,38,advanced,Non-Canonical
7,Собаку,1,4854.8,106581.5,7,45,38,advanced,Non-Canonical
7,которую,2,3918.82,111464.7,7,80,38,advanced,Non-Canonical
7,видит,3,4974.686000000001,115464.1,7,55,38,advanced,Non-Canonical
7,мальчик,4,4507.544,120463.9,7,50,38,advanced,Non-Canonical
7,книга,5,4472.352,125027.1,7,0,38,advanced,Non-Canonical
7,лежит,6,4978.29,129547.1,7,50,38,advanced,Non-Canonical
7,рядом,7,3759.396,134547.0,7,60,38,advanced,Non-Canonical
8,Книгу,1,4256.218000000001,140881.3,6,60,38,advanced,Non-Canonical
8,которую,2,2716.78,145211.0,6,80,38,advanced,Non-Canonical
8,мальчик,3,5410.664,148079.7,6,50,38,advanced,Non-Canonical
8,читает,4,4918.506,153495.5,6,70,38,advanced,Non-Canonical
8,собака,5,5762.2660000000005,158443.9,6,0,38,advanced,Non-Canonical
8,нюхает,6,4377.058,164192.0,6,30,38,advanced,Non-Canonical
9,Мальчик,1,2871.54,171184.8,7,50,38,advanced,Non-Canonical
9,с,2,4578.034,174195.3,7,90,38,advanced,Non-Canonical
9,собакой,3,3825.5400000000004,178826.4,7,0,38,advanced,Non-Canonical
9,который,4,4694.528,182736.2,7,80,38,advanced,Non-Canonical
9,играет,5,2900.4780000000005,187466.2,7,40,38,advanced,Non-Canonical
9,книгу,6,3114.492,190507.6,7,60,38,advanced,Non-Canonical
9,бросает,7,2380.0180000000005,193754.3,7,35,38,advanced,Non-Canonical
10,Читает,1,3725.582,198427.4,6,70,38,advanced,Non-Canonical
10,мальчик,2,3549.4100000000003,202243.7,6,50,38,advanced,Non-Canonical
10,который,3,3232.7880000000005,205893.7,6,80,38,advanced,Non-Canonical
10,собаку,4,2758.1200000000003,209244.7,6,45,38,advanced,Non-Canonical
10,гладит,5,4264.168000000001,212150.1,6,40,38,advanced,Non-Canonical
10,книгу,6,3415.532,216475.1,6,60,38,advanced,Non-Canonical
1,Мальчик,1,3472.9,19879.2,3,50,36,advanced,Canonical (SVO)
1,читает,2,1471.4,23662.1,3,70,36,advanced,Canonical (SVO)
1,книгу,3,2423.8,25445.5,3,60,36,advanced,Canonical (SVO)
2,Книгу,1,3714.8049999999994,29208.4,3,60,36,advanced,Non-Canonical
2,читает,2,3201.9975,33144.2,3,70,36,advanced,Non-Canonical
2,мальчик,3,3488.5874999999996,36575.6,3,50,36,advanced,Non-Canonical
3,Читает,1,2516.17,42627.1,3,70,36,advanced,Non-Canonical
3,мальчик,2,2275.7049999999995,45394.5,3,50,36,advanced,Non-Canonical
3,книгу,3,3026.5174999999995,47926.1,3,60,36,advanced,Non-Canonical
4,Мальчик,1,3078.6899999999996,52610.0,3,50,36,advanced,Non-Canonical
4,книгу,2,2266.7875,55919.0,3,60,36,advanced,Non-Canonical
4,читает,3,2665.3075,58435.4,3,70,36,advanced,Non-Canonical
